EmployeeID,AvgWorkingHours,StdWorkingHours,TotalHours,DaysWorked,OvertimeDays,TotalOvertimeHours,AvgOvertimePerDay
83,6.001112288135594,0.28698764661637066,1416.2625,236,0,0.0,0.0
84,8.983123278236915,0.30337051660835995,2173.9158333333335,242,242,27.912777777777787,0.11534205693296606
85,10.426184640522877,0.3131386822963049,2481.4319444444445,238,238,339.43194444444447,1.426184640522876
86,8.387526183970856,0.2728097417986211,2046.556388888889,244,225,0.2350000000000012,0.0009631147540983656
87,7.912038626609442,0.29151719521946,1843.5049999999999,233,95,0.0,0.0
88,7.105291842475387,0.29158108857541104,1683.9541666666667,237,1,0.0,0.0
89,9.68863319386332,0.2863867818652612,2315.5833333333335,239,239,164.69722222222222,0.6891097164109716
90,7.770347512784752,0.3013260125248706,1857.1130555555555,239,52,0.0,0.0
91,6.284280356305673,0.29706475254841697,1489.3744444444444,237,0,0.0,0.0
92,6.306108726752504,0.31475148592553465,1469.3233333333333,233,0,0.0,0.0
93,8.831585038986354,0.31147633518457124,2013.6013888888888,228,227,13.79722222222222,0.06051413255360623
94,7.722377344877344,0.30367038294252935,1783.8691666666666,231,45,0.0,0.0
95,7.317479732951836,0.27137361607337096,1704.9727777777778,233,1,0.0,0.0
96,10.798262483130904,0.29561628875902135,2667.170833333333,247,247,444.17083333333335,1.7982624831309042
97,10.40136394557823,0.304398250259148,2548.3341666666665,245,245,343.33416666666665,1.4013639455782312
98,5.994326703246457,0.3034083959339801,1456.621388888889,243,0,0.0,0.0
99,6.113110181311018,0.321777304474421,1461.0333333333333,239,0,0.0,0.0
100,8.133578096539162,0.29798672109285396,1984.5930555555556,244,170,0.09083333333333421,0.00037226775956284515
101,7.306164990421457,0.3227369368620735,1695.0302777777779,232,2,0.0,0.0
102,7.105030345471522,0.3052452368512965,1690.9972222222223,238,0,0.0,0.0
103,6.327729314420804,0.2956968539244834,1487.016388888889,235,0,0.0,0.0
104,8.1285121602289,0.2861738073402625,1893.9433333333334,233,155,0.031388888888889355,0.00013471626132570538
105,7.98643255701116,0.2672601004984339,1828.8930555555555,229,107,0.0,0.0
106,10.509096921596921,0.3066504556629196,2427.601388888889,231,231,348.6013888888889,1.5090969215969217
107,7.993284030784031,0.29180222621727353,1846.4486111111112,231,108,0.0,0.0
108,6.103653752436647,0.2760742462786244,1391.6330555555555,228,0,0.0,0.0
109,7.587908917501192,0.28092136449258,1767.9827777777778,233,15,0.0,0.0
110,6.890321256038647,0.30409371562924803,1584.773888888889,230,0,0.0,0.0
111,9.295999525166192,0.3191977828139923,2175.2638888888887,234,234,75.84416666666667,0.3241203703703704
112,10.806078364950316,0.2826356108226118,2658.2952777777778,246,246,444.29527777777776,1.806078364950316
113,5.995219806763284,0.3117684071979395,1378.9005555555555,230,0,0.0,0.0
114,7.788609977324263,0.2951812462886468,1908.2094444444444,245,57,0.0,0.0
115,7.717707156308851,0.27487787766799116,1821.378888888889,236,37,0.0,0.0
116,6.189450379867046,0.28316996169657754,1448.3313888888888,234,0,0.0,0.0
117,7.120614224137931,0.3245814917059362,1651.9825,232,3,0.0,0.0
118,7.825193287037037,0.2762058666416943,1878.046388888889,240,71,0.0,0.0
119,7.619401803118908,0.3080290881785042,1737.223611111111,228,27,0.0,0.0
120,6.002463200379867,0.27938634922793865,1404.576388888889,234,0,0.0,0.0
121,9.113126477541371,0.2968061611407184,2141.5847222222224,235,235,42.71444444444445,0.1817635933806147
122,8.684139595103579,0.3230686032698425,2049.4569444444446,236,231,6.4327777777777815,0.027257532956685513
123,9.993131642512077,0.29296711066474496,2298.4202777777778,230,230,228.42027777777778,0.9931316425120773
124,6.900539923039923,0.2847968585269351,1594.0247222222222,231,0,0.0,0.0
125,6.999357638888889,0.3041732805740809,1679.8458333333333,240,0,0.0,0.0
126,6.286230158730159,0.31405419879121366,1452.1191666666666,231,0,0.0,0.0
127,6.3661511299435025,0.30560847655925627,1502.4116666666666,236,0,0.0,0.0
128,8.19166087962963,0.29711573500497906,1965.9986111111111,240,175,0.23277777777777686,0.0009699074074074036
129,6.4520891203703705,0.31514312200477507,1548.5013888888889,240,0,0.0,0.0
130,6.682986714975845,0.3017011062198979,1537.0869444444445,230,0,0.0,0.0
131,7.4826477541371155,0.29140090801925084,1758.4222222222222,235,9,0.0,0.0
132,9.920131519274376,0.3128869861899561,2430.432222222222,245,245,225.4322222222222,0.9201315192743763
133,7.4156382978723405,0.29371370308267924,1742.675,235,2,0.0,0.0
134,7.4953384687208215,0.295297817659257,1783.8905555555555,238,10,0.0,0.0
135,5.998969652471855,0.28754682617024546,1361.766111111111,227,0,0.0,0.0
136,6.85954534662868,0.2736884968860533,1605.1336111111111,234,0,0.0,0.0
137,6.131909722222222,0.3007888388169094,1422.6030555555556,232,0,0.0,0.0
138,7.67480543318649,0.28232179099043114,1742.1808333333333,227,22,0.18777777777777693,0.0008272148800783125
139,8.878969421101774,0.30483866857334296,2113.194722222222,238,238,17.8125,0.07484243697478991
140,10.89584530651341,0.30355949410050675,2527.836111111111,232,232,439.8361111111111,1.89584530651341
141,10.692001669051026,0.31673964535132504,2491.236388888889,233,233,394.2363888888889,1.6920016690510253
142,7.060316091954023,0.3016817394025219,1637.9933333333333,232,0,0.0,0.0
143,9.009179138321995,0.2940221428307152,2207.248888888889,245,245,30.595277777777767,0.1248786848072562
144,7.420447466294746,0.2949671078665677,1773.4869444444444,239,8,0.0,0.0
145,7.585973922902495,0.304401869268774,1858.5636111111112,245,18,0.0,0.0
146,6.624136698939603,0.31784891455370273,1596.4169444444444,241,0,0.0,0.0
147,6.192764830508475,0.3179692820147781,1461.4925,236,0,0.0,0.0
148,6.472303436911488,0.3119169027133294,1527.463611111111,236,0,0.0,0.0
149,8.195051440329218,0.3105541185251595,1991.3975,243,166,0.3341666666666665,0.0013751714677640596
150,6.787695733708392,0.27174606529819867,1608.683888888889,237,0,0.0,0.0
151,7.3021394799054375,0.30308337903294835,1716.0027777777777,235,4,0.0,0.0
152,6.822407010014307,0.3088207903208703,1589.6208333333334,233,0,0.0,0.0
153,7.322458937198068,0.2980406645064434,1684.1655555555556,230,3,0.0,0.0
154,6.164361829501916,0.31438215916542184,1430.1319444444443,232,0,0.0,0.0
155,7.610284810126583,0.2938036667730017,1803.6375,237,22,0.0,0.0
156,6.5951353874883285,0.3182953779986332,1569.6422222222222,238,0,0.0,0.0
157,10.648925376647835,0.29781486557611353,2513.146388888889,236,236,389.1463888888889,1.6489253766478345
158,6.20442731277533,0.28237853849717043,1408.405,227,0,0.0,0.0
159,8.591902250351618,0.3000731063992162,2036.2808333333332,237,228,2.4638888888888903,0.010396155649320213
160,6.001353864734299,0.2948516035328985,1380.3113888888888,230,0,0.0,0.0
161,6.281751101321586,0.3060211981320457,1425.9575,227,0,0.0,0.0
162,7.9055698005698005,0.284207412495015,1849.9033333333334,234,83,0.0,0.0
163,7.175699035812673,0.29152067546179017,1736.5191666666667,242,0,0.0,0.0
164,6.651255274261604,0.30651568419373354,1576.3475,237,0,0.0,0.0
165,7.906068376068376,0.3098415173969699,1850.02,234,90,0.0,0.0
166,6.718815667131567,0.3106013054865066,1605.7969444444445,239,0,0.0,0.0
167,6.290588023088023,0.32212921979732656,1453.1258333333333,231,0,0.0,0.0
168,7.178114997713763,0.28791777207710334,1744.2819444444444,243,0,0.0,0.0
169,6.286431712962963,0.31853414621321874,1508.743611111111,240,0,0.0,0.0
170,7.217978595478596,0.28735907201313404,1667.3530555555556,231,1,0.0,0.0
171,7.809089371980676,0.30007503632329147,1796.0905555555555,230,59,0.0,0.0
172,6.805152662993573,0.3223801201660619,1646.8469444444445,242,0,0.0,0.0
173,6.484045584045584,0.2916407143451176,1517.2666666666667,234,0,0.0,0.0
174,7.651214845550945,0.31204439235515236,1843.9427777777778,241,31,0.0,0.0
175,7.585962725546058,0.28253723599127883,1775.1152777777777,234,11,0.0,0.0
176,9.179540598290597,0.28028150786904765,2148.0125,234,234,51.315,0.21929487179487178
177,6.37815324858757,0.2861808860552732,1505.2441666666666,236,0,0.0,0.0
178,8.47764719848053,0.28425556002418806,1983.7694444444444,234,227,0.6333333333333329,0.0027065527065527045
179,6.965121812386157,0.3113988122824903,1699.4897222222223,244,0,0.0,0.0
180,6.474620792992162,0.32824060910017666,1560.3836111111111,241,0,0.0,0.0
181,8.876004361799817,0.2913333598297988,2147.9930555555557,242,242,15.618333333333332,0.06453856749311294
182,6.58834186159844,0.29526113476195776,1502.1419444444443,228,0,0.0,0.0
183,10.995573136427566,0.2986388394533272,2605.9508333333333,237,237,472.9508333333333,1.9955731364275668
184,7.810652071563088,0.2845646156122051,1843.3138888888889,236,59,0.0,0.0
185,7.22925660291439,0.2562826735526897,1763.9386111111112,244,0,0.0,0.0
186,6.419389838556505,0.3048313332581923,1502.1372222222221,234,0,0.0,0.0
187,6.779623617123617,0.29945578035721765,1566.0930555555556,231,0,0.0,0.0
188,7.390809591642925,0.3011681292163029,1729.4494444444445,234,6,0.0,0.0
189,6.192049516908213,0.30006144698138326,1424.171388888889,230,0,0.0,0.0
190,6.014660228898426,0.319916235184263,1401.4158333333332,233,0,0.0,0.0
191,7.3010291438979955,0.28185076060393366,1781.451111111111,244,3,0.0,0.0
192,7.061997245179064,0.32285962479289637,1709.0033333333333,242,0,0.0,0.0
193,8.724735996326904,0.29501107836803103,2111.386111111111,242,240,6.099722222222221,0.025205463728190994
194,10.807604755178907,0.2977175428190616,2550.594722222222,236,236,426.59472222222223,1.8076047551789078
195,7.41028883972468,0.29716098517749173,1674.7252777777778,226,6,0.0,0.0
196,9.190491803278688,0.2877807299804729,2242.48,244,244,56.73861111111111,0.23253529143897997
197,7.393010477582846,0.2966990176540525,1685.606388888889,228,2,0.0,0.0
198,7.402587597971416,0.28200231915649815,1784.0236111111112,241,3,0.0,0.0
199,6.711708214624881,0.2809484869599171,1570.5397222222223,234,0,0.0,0.0
200,9.230231673582296,0.34330303871246004,2224.485833333333,241,241,69.06277777777778,0.28656754264638085
201,6.880860065086006,0.28901333282801317,1644.5255555555555,239,0,0.0,0.0
202,9.292572463768115,0.29567596171625593,2137.2916666666665,230,230,73.2188888888889,0.31834299516908215
203,6.0161487142164,0.27599226393132265,1377.6980555555556,229,0,0.0,0.0
204,6.326000243664717,0.2995262336345191,1442.3280555555555,228,0,0.0,0.0
205,6.406121659634318,0.3039749676779021,1518.2508333333333,237,0,0.0,0.0
206,8.751425846447306,0.2847639914668037,2039.0822222222223,233,232,6.5780555555555615,0.02823199809251314
207,7.389827546296297,0.31182461936703904,1773.558611111111,240,8,0.0,0.0
208,6.196189083820663,0.2896130192424687,1412.7311111111112,228,0,0.0,0.0
209,7.706279637377963,0.29933413597986136,1841.8008333333332,239,45,0.0,0.0
210,7.50663439372983,0.30006151458386787,1809.098888888889,241,15,0.0,0.0
211,9.075687613843352,0.28326272400143215,2214.467777777778,244,244,38.186666666666675,0.1565027322404372
212,5.993242277547258,0.31645948545766256,1444.371388888889,241,0,0.0,0.0
213,6.030856290174472,0.29455625217585785,1459.4672222222223,242,0,0.0,0.0
214,6.020102278010228,0.2940902792657781,1438.8044444444445,239,0,0.0,0.0
215,6.8990951711204875,0.28436129303968,1635.0855555555556,237,0,0.0,0.0
216,10.781685108344858,0.29315086596161183,2598.386111111111,241,241,429.3861111111111,1.7816851083448595
217,8.983126503126503,0.31371976650889405,2075.1022222222223,231,231,27.245833333333334,0.11794733044733045
218,7.383425160697889,0.30513395279556726,1786.788888888889,242,7,0.0,0.0
219,6.823666187739463,0.2863187864318864,1583.0905555555555,232,0,0.0,0.0
220,6.789116575591986,0.28167875824709726,1656.5444444444445,244,0,0.0,0.0
221,7.409312285854136,0.327454063592895,1681.9138888888888,227,7,0.0,0.0
222,10.82543586269196,0.31511251291249903,2663.057222222222,246,246,449.0572222222222,1.8254358626919602
223,6.877650214592275,0.3245835392200462,1602.4925,233,0,0.0,0.0
224,8.906513949013949,0.30127510662907225,2057.404722222222,231,231,17.595000000000002,0.07616883116883118
225,6.683451882845189,0.29195971587531866,1597.345,239,0,0.0,0.0
226,7.924495583449559,0.30345616845002443,1893.9544444444446,239,91,0.0,0.0
227,6.310503323836657,0.2952188261554832,1476.6577777777777,234,0,0.0,0.0
228,7.887926545792655,0.2832077719757811,1885.2144444444446,239,77,0.0,0.0
229,8.882879515317788,0.2863611380469801,2158.5397222222223,243,243,15.77916666666666,0.06493484224965704
230,7.089900137741047,0.29180701343698234,1715.7558333333334,242,0,0.0,0.0
231,7.4908156028368795,0.3241376626882567,1760.3416666666667,235,12,0.0,0.0
232,8.685538548752834,0.30099850070245693,2127.9569444444446,245,242,5.476944444444442,0.0223548752834467
233,6.802448347107438,0.30445392101866314,1646.1924999999999,242,0,0.0,0.0
234,9.126422039323273,0.284255585010029,2217.7205555555556,243,243,45.65027777777778,0.18786122542295383
235,7.0165869667135485,0.30487357578120594,1662.931111111111,237,1,0.0,0.0
236,6.7042970272904485,0.2867032118891488,1528.5797222222222,228,0,0.0,0.0
237,8.402038626609443,0.278939386460052,1957.675,233,214,0.48277777777777686,0.00207200762994754
238,6.483074151557415,0.29031346358367893,1549.4547222222222,239,0,0.0,0.0
239,7.233100241545894,0.30176728172597184,1663.6130555555555,230,1,0.0,0.0
240,8.69020202020202,0.31729951162673303,2007.4366666666667,231,227,5.426666666666662,0.023492063492063474
241,6.037342143906021,0.30205218941822604,1370.4766666666667,227,0,0.0,0.0
242,7.28216548463357,0.2928937625799608,1711.308888888889,235,2,0.0,0.0
243,9.377237144168962,0.30808051135146963,2269.291388888889,242,242,94.68972222222222,0.39127984389348025
244,7.309830051570557,0.28678381955667054,1732.4297222222222,237,2,0.0,0.0
245,7.1137529550827425,0.28938250932939263,1671.7319444444445,235,0,0.0,0.0
246,7.438477452347745,0.2810268963092576,1777.796111111111,239,8,0.0,0.0
247,7.57411306042885,0.3206182193098592,1726.8977777777777,228,20,0.0,0.0
248,9.963191029143898,0.2919160064729406,2431.018611111111,244,244,235.0186111111111,0.963191029143898
249,6.214981325863679,0.30846723086824707,1479.1655555555556,238,0,0.0,0.0
250,6.810724121557455,0.2937329750616437,1593.7094444444444,234,0,0.0,0.0
251,6.655866150961088,0.3050293227361271,1577.4402777777777,237,0,0.0,0.0
252,7.5149104683195596,0.3033660408814728,1818.6083333333333,242,15,0.0,0.0
253,6.408397904483431,0.3105918201483647,1461.1147222222223,228,0,0.0,0.0
254,10.702960618846694,0.28895255285281607,2536.6016666666665,237,237,403.60166666666663,1.7029606188466946
255,7.003219806763285,0.29698532777758585,1610.7405555555556,230,0,0.0,0.0
256,8.629089635854342,0.27930145620551045,2053.7233333333334,238,236,3.241111111111108,0.013618113912231547
257,10.40263888888889,0.3110748731223441,2559.0491666666667,246,246,345.0491666666666,1.4026388888888888
258,6.731132756132756,0.29383887036193024,1554.8916666666667,231,0,0.0,0.0
259,7.089940645773979,0.3002072094085285,1659.046111111111,234,0,0.0,0.0
260,7.680787229137851,0.30964617244424897,1851.0697222222223,241,35,0.0,0.0
261,6.798771808999081,0.328469848168387,1645.3027777777777,242,0,0.0,0.0
262,7.8054694323144105,0.2906267925382146,1787.4525,229,58,0.0,0.0
263,7.0984033816425125,0.28680718040214026,1632.6327777777778,230,1,0.0,0.0
264,8.88621676163343,0.2977351660791225,2079.3747222222223,234,234,17.03388888888889,0.07279439696106363
265,7.604899320718098,0.30087285645992673,1741.5219444444444,229,25,0.0,0.0
266,9.119233288166214,0.2995268560683179,2243.331388888889,246,246,45.23888888888889,0.18389792231255644
267,6.820739942528736,0.3051040652834886,1582.4116666666666,232,0,0.0,0.0
268,7.512698248040572,0.29250515456399445,1810.5602777777779,241,13,0.0,0.0
269,6.712491654744873,0.28974987790917794,1564.0105555555556,233,0,0.0,0.0
270,7.899165479582146,0.30312217258718793,1848.4047222222223,234,78,0.11388888888888893,0.00048670465337132023
271,8.205001129177958,0.3222664266124721,2018.4302777777777,246,186,0.0,0.0
272,7.165214592274678,0.293740967579518,1669.495,233,0,0.0,0.0
273,6.510595238095238,0.301523275480973,1503.9475,231,0,0.0,0.0
274,7.932475845410628,0.3062088877086532,1824.4694444444444,230,98,0.0,0.0
275,6.717376142376143,0.3108282363675266,1551.713888888889,231,0,0.0,0.0
276,8.616050275482094,0.31406734778532136,2085.0841666666665,242,236,4.407222222222224,0.018211662075298445
277,6.7559891304347826,0.2926169085787843,1553.8775,230,0,0.0,0.0
278,7.710548213411649,0.28960265843228766,1750.2944444444445,227,40,0.0,0.0
279,6.608694327238632,0.3107915549552872,1566.2605555555556,237,0,0.0,0.0
280,7.345515705578996,0.2961422140181299,1740.8872222222221,237,4,0.0,0.0
281,6.168100858369098,0.27904290195724574,1437.1675,233,0,0.0,0.0
282,7.386711943220754,0.3085347173410532,1676.7836111111112,227,3,0.0,0.0
283,8.098430373605046,0.2824763645234353,1854.5405555555556,229,145,0.0,0.0
284,6.020169234360411,0.2994575122050349,1432.8002777777779,238,0,0.0,0.0
285,9.813845220766618,0.3211048583630769,2247.3705555555557,229,229,186.70694444444445,0.81531416787967
286,6.108189257722453,0.2752150242910848,1472.0736111111112,241,0,0.0,0.0
287,8.305402717127608,0.30481010247474777,1901.9372222222223,229,199,0.2502777777777787,0.0010929160601649726
288,7.521103958035289,0.2786111456372562,1752.4172222222223,233,12,0.0,0.0
289,6.406720393232739,0.2952837468791855,1556.8330555555556,243,0,0.0,0.0
290,10.00545560204556,0.31823513387120195,2391.3038888888887,239,239,240.30388888888888,1.00545560204556
291,7.097786016949153,0.3060312505998367,1675.0775,236,1,0.0,0.0
292,6.407837219935986,0.295624418527194,1557.1044444444444,243,0,0.0,0.0
293,7.803427128427129,0.2880671351205011,1802.5916666666667,231,66,0.0,0.0
294,6.295862148455509,0.3141030777364213,1517.3027777777777,241,0,0.0,0.0
295,7.136065808297568,0.29623414749104365,1662.7033333333334,233,0,0.0,0.0
296,8.798176638176638,0.2818531771786291,2058.7733333333335,234,234,9.626666666666667,0.04113960113960114
297,7.500663706739527,0.29644297210398374,1830.1619444444445,244,8,0.0,0.0
298,7.083401261523533,0.3003647419400243,1622.098888888889,229,1,0.0,0.0
299,6.276725403817915,0.3107923098440209,1424.8166666666666,227,0,0.0,0.0
300,7.098347763347763,0.298151182358562,1639.7183333333332,231,1,0.0,0.0
301,7.805346304454234,0.2928771389628448,1771.8136111111112,227,54,0.0,0.0
302,10.902830520393811,0.31791097918397493,2583.9708333333333,237,237,450.9708333333333,1.9028305203938114
303,6.1924824929971996,0.284590023998949,1473.8108333333334,238,0,0.0,0.0
304,5.994694444444445,0.3047702972072372,1378.7797222222223,230,0,0.0,0.0
305,10.050054855275445,0.30704256700130345,2391.9130555555557,238,238,249.91305555555556,1.0500548552754436
306,7.678097461685824,0.30678174084501103,1781.318611111111,232,29,0.0,0.0
307,5.978927895981087,0.28752927784338406,1405.0480555555555,235,0,0.0,0.0
308,7.978443486590038,0.30429959500290676,1850.9988888888888,232,104,0.0,0.0
309,10.008350095785442,0.2731341619807157,2321.9372222222223,232,232,233.93722222222223,1.0083500957854405
310,7.783258196721311,0.3258547766462819,1899.115,244,68,0.0,0.0
311,7.9786750348675035,0.29205933970288467,1906.9033333333334,239,106,0.0,0.0
312,7.403508141762452,0.32451525565777567,1717.6138888888888,232,5,0.0,0.0
313,7.212850091827365,0.26777413855805776,1745.5097222222223,242,0,0.0,0.0
314,7.081466714559387,0.3027784037335016,1642.9002777777778,232,0,0.0,0.0
315,6.293542824074074,0.3118947398005814,1510.4502777777777,240,0,0.0,0.0
316,6.192324879227053,0.3197592744240028,1424.2347222222222,230,0,0.0,0.0
317,6.202630172013017,0.28833214456077877,1482.4286111111112,239,0,0.0,0.0
318,8.909899817850638,0.28098052709065574,2174.0155555555557,244,243,18.188888888888886,0.07454462659380691
319,6.80999299719888,0.2866829886156291,1620.7783333333334,238,0,0.0,0.0
320,9.45522633744856,0.3278124274822544,2297.62,243,243,113.66444444444444,0.46775491540923636
321,10.810497015610652,0.29195930798196895,2616.140277777778,242,242,438.1402777777778,1.810497015610652
322,6.92431697931698,0.2863245658888474,1599.5172222222222,231,0,0.0,0.0
323,7.79930669398907,0.28860666842576127,1903.0308333333332,244,58,0.0,0.0
324,7.168747563352827,0.299749195495435,1634.4744444444445,228,0,0.0,0.0
325,6.453228166438043,0.3160848332961249,1568.1344444444444,243,0,0.0,0.0
326,7.936015283842795,0.3275171117533921,1817.3475,229,99,0.0,0.0
327,7.822759412304867,0.2883895162053226,1893.1077777777778,242,64,0.0,0.0
328,7.975096108766995,0.2811278853197206,1890.0977777777778,237,111,0.0,0.0
329,6.815337713231904,0.288520527694312,1642.496388888889,241,0,0.0,0.0
330,6.073565400843882,0.3133564256308811,1439.435,237,0,0.0,0.0
